review,note
kuelekeza na sinema sio nzuri kabisa,0
saa na nusu napenda ningeweza kurudisha,0
uongozaji unaonekana kuwa wa kawaida sana,0
na kwa ujumla mistari na njama ni dhaifu kuliko sehemu ya wastani,0
walakini hii haikufanya kwa ukweli wa jumla hii ilikuwa sinema ya kuchosha sana,0
kulikuwa na dakika kadhaa kwenye sinema ambazo hazihitaji tu kuwa hapo na zilikuwa zikisonga polepole,0
siwezi kuamini kuwa waigizaji walikubali kufanya filamu hii,0
hii ilikuwa kumbukumbu mbaya ya harusi ya marafiki wangu bora,0
sikuweza kustahimili hata kuitazama kwa muda mrefu sana kwa kuogopa kupoteza iq,0
sinema hii ni janga safi hadithi ni ya kijinga na uhariri ndio mbaya kabisa ambao nimeona unachanganya sana,0
ni kupoteza saa na nusu ya muda kufuatia rundo la watu wazuri sana kulia na kulia juu ya maisha,0
niliona mirrormask jana usiku na ilikuwa uzoefu usioridhisha,0
kaimu ni mbaya na uandishi ni mbaya zaidi,0
nililipa sana,0
tena hakuna mpango hata,0
hakuna mpango wowote,0
mbaya,0
hakuna kiwango au habari,0
nachukia sinema kama hizo,0
namaanisha hii kwa njia mbaya,0
hii ni filamu mbaya iliyo na uandishi mbaya na watendaji wazuri katuni mbaya iliyotengenezwa na paul haggis kwa watu ambao hawawezi kushughulikia chochote isipokuwa viboko vya ujasiri katika kusimulia hadithi picha iliyochorwa na makrayoni,0
ilikuwa jambo nzuri kwamba tikiti hugharimu tu dola tano kwa sababu ningekuwa wazimu ikiwa ningelipa 750 ili kuona ujuaji huu,0
kila kitu ni cha kutisha,0
filamu hii haina huduma za kukomboa,0
hadithi ni zaidi ya kijinga,0
watoto wanachukiza,0
nitasema tena hii ni mateso,0
huo kabisa bila sifa yoyote hii ni sawa na kuteswa,0
mtu anayeongoza hana dhamana,0
labda kungekuwa na maelezo ya kuridhika kwa udhalimu huu,0
sio safari ya kupendeza ya kujitambua,0
ndio ni mbaya sana,0
hakuna chochote cha kupendekeza,0
sinema hii iliteseka kwa sababu ya uandishi ilihitaji tuhuma zaidi,0
sinema hii ni mbaya,0
mbaya sana,0
kwa kweli hii ni moja wapo ya zile mbaya,0
uwepo wake kwenye skrini uliangaza mawazo hata kama kulikuwa na watendaji wengine wakuu kwenye skrini na yeye,0
sioni kweli jinsi mtu yeyote angefurahiya sinema hii,0
labda ingekuwa bora ikiwa mkurugenzi hangetumia wakati mwingi wa sinema kuonyesha kazi yake mwenyewe ya sanaa ambayo sio ya kushangaza sana,0
usipoteze wakati wako,0
walakini hivi majuzi nilitazama kitu hicho tena kwenye dvd na nilipigwa macho kabisa na jinsi hadithi ya hadithi ilikuwa ya kijinga jinsi ilivyokuwa na mashimo kutokubaliana na kusema ukweli ujangili mwingi na jinsi dansi hiyo ilivyokuwa,0
mishima haifurahishi sana,0
kwa hivyo hadithi nzima haina nguvu fulani,0
kwa kushangaza mimi hupata sinema zake kupoteza muda mwingi kutazama,0
maendeleo ya mhusika pia hayapatikani kwa kina,0
ninamaanisha katika ulimwengu wa kweli asingeweza kuingia kwenye kumbukumbu hiyo ya ballet jambo lote lilikuwa ni ujinga kabisa,0
mazungumzo mabaya zaidi yaliyo wazi kabisa ningeweza kuendelea na kuendelea,0
kwa kusikitisha filamu hiyo inashindwa,0
sinema haina upendeleo wa kuona mchezo wa kuigiza usemi wa hisia na maadhimisho ya uzalendo ambao unasisitiza hadithi hiyo,0
hakuna mwigizaji ambaye ametumika vibaya zaidi kwamba juni allison kwenye sinema hii,0
kwa bahati mbaya hii ni sinema mbaya ambayo ni mbaya kabisa,0
lakini sinema hii sio ya kuchekesha ukizingatia ujinga wake,0
nilitoka ndani nikisikia hasira,0
sina uhakika alikuwa anajaribu kufanya nini na filamu hii,0
ikiwa ilikuwa kugeuza hisia zangu za siku njema kuwa usiku wa kumbukumbu zinazosumbua kuliko nadhani alifanikiwa,0
ililazimishwa kama kila kitu kwenye sinema hii,0
nilipoiona kwenye ukumbi wa michezo nilidhani nitakuwa mgonjwa,0
ukadiriaji 1 kati ya 10,0
kwa kweli nilitapika nikitazama filamu hii,0
natafsiri sinema kwa ajili ya kuishi na hii ni sinema ya kwanza katika uzoefu wangu wa miaka 5 wa kufanya kazi ambao nimepata kukosoa akili yangu,0
kwa wale wanaopata sinema hii kuwa ya akili au hata ya ustadi naweza kusema tu ni akili yako na fikira zako waziwazi ulizoea kujaribu na kufanya hisia za jaribio hili la kusikitisha ni kwa asili yetu ya kibinadamu kujaribu na kufanya hisia za mambo,0
lakini wakati mtu anajitahidi kwa ukuu na ushairi lakini akiwasilisha hadithi ya matope na mara nyingi ni ujinga kundi la visa tofauti mazungumzo ya udanganyifu halafu unapata aina mbaya zaidi ya sinema ambayo mhakiki wengine alielezea kwa usahihi kama dharau ujanja,0
jambo moja zaidi naweza kuvumilia usahihi wa kisiasa vizuri mimi ni wote kwa uhuru wa kisanii na kusimamishwa kwa kutokuamini lakini tabia ya kike ya slavic ilikuwa tu sana,0
mipangilio ya malta ni kavu na tasa kama mazungumzo,0
sinema hii ni mbaya,0
kwa wale ambao hawajaiona usipoteze wakati wako,0
kuiita sinema hii mchezo wa kuigiza ni ujinga,0
nilianza kutizama hii lakini sikuamini mhusika yeyote,0
hasa uhusiano kati ya msaidizi wa mkate na kijakazi haukufanya kazi kwangu kabisa,0
nimefurahi sikulipa kuiona,0
sikucheka au hata kutabasamu mara moja,0
kila kitu kuhusu sinema hii ni kijinga,0
hata kama unapenda sinema mbaya usitazame sinema hii,0
ni aibu,0
wahusika mpya hawakuwa wa kukumbukwa kabisa na nilijikuta nikisahau ni nani,0
nilihisi kana kwamba kwenda kwake ireland hakukufanya chochote,0
haikuniogopeshawala kunishtua au kunifanya niwe na huruma kwa wahusika ilikuwa ya kukasirisha tu,0
kulikuwa na majaribio machache ya huruma kuwapa wahusika kina kirefu lakini haikufanya kazi kabisa katika mpango wote uliobaki,0
ikiwa utaiona labda unapaswa kuiacha kwenye rafu,0
lucy bell ni juu sana kuliko ujinga huu na kwa yeye kuzama kwa hali ya chini hii ni ya kufadhaisha,0
karibu nyimbo zote kwenye cover girl ni za zamani na sio za kufurahisha,0
jambo la kuchukiza juu ya msichana wa jalada ni njia ambayo rita hayworth amewekwa juu ya msingi,0
kwa bahati mbaya cover girl ni kielelezo cha jinsi hollywood ilivyokuwa ikiwatumia wanawake kwa faida ya kifedha,0
mbaya zaidi kuliko ticker,0
sinema hiyo ilikuwa mbaya,0
sikuweza kuzichukua kwa uzito,0
nilipenda majengo 3 ama 4 tu yaliyotumiwa labda maeneo kadhaa duni hummh,0
natamani ningeweza kuingiza maadili hasi admins,0
seti ni mbaya sana haingeonekana kuwa nje ya mahali kwenye sehemu ya thunderbirds,0
matumizi ya mwendopolepole hujirudia yenyewe kwenye sinema lakini imeungwa mkono na kaimu mbaya na mbaya ni neno fadhili hapa hakuna mwendelezo picha ambazo zimetupwa bila sababu yoyote magari ambayo yalionekana kama yalitengenezwa kutoka kwa sanduku la corn flakes na mtindo wa kuelekeza uliopakana na ujinga,0
ah ndio na hadithi ilikuwa ya kusikitisha pia,0
ninachukia kuandika hakiki mbaya juu ya filamu haswa zile ambazo napenda sana nyota lakini filamu hii ni mbaya siamini kwa sekunde moja kuwa mtu yeyote angeweza kujivunia,0
mimi si mtengenezaji wa filamu wala sio mkurugenzi lakini ningekificha kichwa changu kwenye mchanga ikiwa ningetumia kiasi chochote cha pesa na wakati kwenye sinema hii,0
kwa kifupi hii ilikuwa upotezaji wa muda na nguvu na singependekeza mtu yeyote kuona filamu hii,0
ilikuja bure na kicheza dvd nilichonunua lakini bado nilibadilisha kitu hicho kwa sababu nilikuwa na aibu kwa howell,0
110 na kwa sababu tu hakuna mpangilio wa 010,0
lo filamu mbaya namna gani,0
sio ya kutisha angalau na haieleweka wazi,0
haifai hata kwa thamani ya kambi,0
sikutarajia vifaa vya oscar lakini hii,0
filamu hii na mimi hutumia neno hilo kwa upole ni tusi kwa umma unaokwenda sinema,0
ikiwa tu mtu anayehusika nayo angelijua jinsi ya kujumuisha simulizi,0
hii inapata 1 kati ya 10 kwa sababu tu hakuna kitu cha chini,0
hii ni moja ambayo sikuwa nayo lakini niliitazama hivi majuzi kwenye channel ya sinema ya fox na nilisikitishwa sana,0
victor mclaglen alikuwa mbaya hata na brian donlevy alikuwa haeleweki,0
kitu kibaya zaidi kuliko uigizaji wa taylor ilikuwa kuimba kwa stanwyck,0
hata squibs anaonekana mbaya,0
mazungumzo yanaundwa na vitu ambavyo havielewi vizuri,0
kwa kweli kaimu ni blah,0
na mwishowe baada ya yote hayo tunafikia tamati ambayo ingekuwa nzuri ikiwa ingeshughulikiwa na watu wenye uwezo na sio jerry falwell,0
ni aina tu ya pap ambayo inapetiwa alasiri ili kuwaadhibu wasio na kazi kwa kukosa kazi,0
karibu kama dakika kumi kwenye filamu hii nilianza kuwa na mawazo ya pili,0
karibu nusu ya njia ya filamu hii nilianza kuichukia,0
kufikia wakati filamu ilipoisha sikuichukia tu niliidharau pia,0
ukadiriaji 010 daraja z kumbuka maonyesho ni mbaya kwamba hata mama wa mwigizaji akatoa binti yake kati ya show,0
kuangalia mashine ya kuosha ikizunguka haitakuumiza macho yako kama vile onyesho hili,0
neno la mwisho show hii ni mateso kwa kweli,0
kila kitu juu yake ni mbaya tu,0
hii labda ni onyesho la kukasirisha sana ambalo nimewahi kuona katika maisha yangu yote,0
kile filamu hii inakosa ni maandishi ya kushawishi,0
karne ya 20 ya foxs road house 1948 sio tu hadithi ya kipumbavu lakini ni fumbo lisilofahamika la sinema,0
imejaa wahusika wa kadi isiyo na kifahari iliyoandikwa wazi na edward chodorov ambaye pia alitengeneza na kwa kushangaza anaelekezwa na jean negulesco ambaye mtu angetegemea mpango mkubwa zaidi,0
kuanzia hapa mhusika wa widmark anageuka mchesi bila kukusudia,0
kuna shida nyingi sijui nianzie wapi,0
lakini sinema hiyo inafanya makosa mengi sana,0
chochote kilichochochea maandishi haya ni zaidi yangu,0
kupoteza kwake marumaru mapema sana katika kesi hiyo haifurahishi,0
kwanza kabisa kuna mitindo ya kichekesho ya kutosha na utani wa rangi ili kumkasirisha kila mtu,0
tukiacha ubaguzi wa rangi wacha tuangalie upungufu mkubwa kwenye filamu wanaharibu mhusika wa latifah,0
singependa kuona hii sinema tena hata bure,0
mbaya sana mmmh ni mbaya tu,0
hii inaweza kuwa ndiyo filamu mbaya tu ambayo amewahi kutengeneza,0
sidhani kama kuna sifa zozote za ukombozi katika kumbukumbu hii,0
nimesikitishwa sana kuwa filamu hii itapokea tuzo nyingi na sifa nyingi haswa ikiwa kuna kazi zinazofaa zaidi za filamu huko nje,0
sinema hii ni mfano thabiti wa njama mbaya na wazo mbaya sana kila mahali,0
ni aibu kuona watendaji wazuri kama thomerson na james wanaishi kwa fujo kama hii,0
nakala ni fujo kubwa linalopotoka,0
wacha tuanze na shida zote kaimu haswa kutoka kwa profesa mkuu alikuwa mbaya sana,0
filamu zote mbili ni mbaya lakini kwa sifa ya toleo la 1986 ilionekana,0
nilidhani ilikuwa mbaya,0
mkurugenzi paul matthews ambaye pia aliandika kuelekeza sinema dhaifu ya monster 1995 grim wazi hajui jinsi ya kuongeza kasi filamu zake,0
sinema inaudhi,0
filamu inaonekana ya bei rahisi na isiyo na maana,0
mojawapo ya mambo yanayokatisha tamaa zaidi ni ukosefu wa balaa kubwa,0
athari za kuona zilikuwa mbaya,0
mlipuko wa mizinga ya gesi mwishoni ulikuwa mbaya tu,0
mkutano huu haujawahi kufanya kazi vizuri zamani na hakika haifanyi kazi hapa,0
haipendekezwi,0
haipendekezi,0
ninaelewa kuwa inapaswa kuwa vichekesho cha bei nafuu cha popcorn lakini hiyo haimaanishi kuwa inabidi itukane akili zetu na kuandika maandishi mabaya sana kiasi kwamba inapakana na kukera,0
kipaji kikubwa cha lewis black kinatoweka hapa pia kwa vile yeye ni mtangulizi wake wakati yeye hajazuiliwa ambayo rating ya pg13 hakika haitakubali,0
bajeti ilikuwa dhahiri sana,0
walakini hapa hakukuwa na kaimu bora kitendo au kazi ya eneo kusawazisha mambo,0
filamu ilikuwa ndogo sana,0
haikufaulu kufikisha jumla ya mandhari ambayo yalikuwa sehemu kubwa ya asili,0
kwa jumla ilikosa tu mawazo,0
sipendekezi,0
je inawezekana kwa sinema kuwa mbaya zaidi kuliko hii,0
hata wakati wanawake watajidhihirisha hakuna ishara ya uboreshaji mambo yanayotarajiwa sana kutokea na wakati filamu imekwisha unaweza kuwa umelala sana,0
jihadharini hii sio sinema ya ibada ya kidini hii ni kipindi cha takataka,0
siwezi kuamini kuwa kuna njia ijayo kwa hii,0
ambayo ni kwa nini ninaipa hakiki mbaya,0
mistari yake inaonekana kuwa imeandikwa na mtu wa miaka kumi na tano ingawa wanajaribu sana kusikika kama vile mtu wa miaka kumi na tano angeongea,0
hakuna udhuru kwa kitu hiki ambacho hakijafanywa vizuri,0
niliona sinema hii na nilidhani hii ni sinema ya kijinga,0
ni nini kijinga zaidi ni kwamba ni nani aliyefikiria wazo kwamba kunapaswa kuwa na volkano huko los angeles,0
ili kuwa mkweli na wewe hii ni ya upumbavu isiyo ya kushangaza na ni ujinga sana,0
kwa kumalizia sitajisumbua na sinema hii kwa sababu volcano huko los angeles sio kitu lakini ni isiyo na maana,0
mstari wa hadithi ni mbaya tu,0
ni chungu tu,0
na lafudhi ni mbaya sana,0
kuna unafiki wa kutosha katika filamu hii kunifanya nitapike,0
usipoteze muda wako kutazama filamu hii ya takataka ambayo haijafanywa utafiti,0
ukadiriaji wangu 3 tu kati ya 10,0
bila kujali filamu inashindwa kwa viwango vingi,0
ninajua kuwa jim oconnor alikuwa na nguvu sana na kwamba hakuna mtu anayeweza kuwa kama yeye lakini george hakuwa na riba,0
epuka kwa gharama zote,0
siipendekezi,0
sinema hii ni mbaya sana kwa akili haingeweza hata kutengenezwa,0
isipokuwa tu uko kwa kukusanya filamu zote za kazi za austen unaweza kuruka hii,0
si nzuri,0
si ya kufurahisha,0
sio nzuri,0
hata kuruhusu viwango duni vya uzalishaji kwa wakati huo 1971 na muundo aina fulani ya mfululizo wa mini hii ni mbaya,0
najuta,0
utajuta,0
utendaji mbaya sana hucheza angela bennett mtaalam wa kompyuta ambaye yuko nyumbani wakati wote,0
ni filamu isiyohusu kitu chochote kisingizio tu cha kuonyesha matukio ya kejeli,0
yeye ni mbaya sana,0
lakini yeye bado ni mwigizaji mbaya akirudia sura yake ya uso wa robotic katika kila moja ya picha zake,0
matokeo ni aibu,0
mimi ni shabiki mkubwa wa michezo ya rpg lakini sinema hii ni aibu kwa shabiki yeyote wa rpg anayejiheshimu,0
hadithi hizo zilikuwa zisizoaminika kama wahusika,0
mistari kupunguzwa sauti kila kitu kibaya,0
unaweza kupata sinema bora kwenye youtube,0
mstari wa juu usipoteze wakati wako na pesa kwenye hii ni mbaya kama inavyotokea,0
sana ujinga katika kila nyanja kuwa inakuwa fujo nyepesi isiyo ya kupendeza hii ni moja ya sinema zinazosahaulika sana ambazo nimeona,0
epuka epuka epuka,0
itakuendesha kupiga wazimu,0
hakuna kitu kipya hapo,0
sinema haina hatua yoyote ndani yake na ucheshi ni mdogo sana,0
maonyesho haya hayafurahishi,0
nimechoka sana na nguzo ambazo ni uvivu tu kuandika na hapa wanakuja kwa nene na haraka,0
kwanini filamu hii ilitengenezwa,0
matokeo yake ni filamu ambayo haionekani kuwa sawa,0
hakuna hata mmoja wao anayefurahisha,0
the foreigner haifai sekunde moja ya wakati wako,0
njama hiyo ni ya kijinga ambayo haifurahishi kwa njia yeyote,0
jinsi kipande hiki cha takataka kilivyowahi kutolewa ni imenishinda uigizaji hadithi wahusika athari zinazodaiwa kuwa maalum nk zote ni mbaya,0
epuka kwa gharama zote,0
star trek v frontier ya mwisho ndio mbaya zaidi kwenye safu,0
mahali pema tu kwa filamu hii iko kwenye takatakataka,0
mbaya zaidi ya mfululizo,0
nilikatishwa tamaa na kujiuliza jinsi inaweza kuwa katika orodha fupi ya oscar,0
usipoteze muda wako,0
ni kama sinema mbaya ya saa mbili,0
bado ninajaribu kupata jinsi ilikuwa mbaya,0
hii ilikuwa moja ya filamu mbaya kabisa ambayo nimewahi kuona,0
kwa kweli hajui jinsi ya kutengeneza sinema ya vitendo madhubuti kutoka kwa mwandishi wa jeshi la anga ambaye alilazimika kuandika hati hiyo kwa pesa nyingi tu,0
mwisho wa siku ni moja ya sinema mbaya zaidi za bajeti kubwa ambazo nimewahi kuona,0
sasa fikiria kwamba kila moja ya maamuzi hayo yalifanywa vibaya,0
shida ni kwamba uandishi na kuelekeza hufanya iwezekani kuanzisha vitu,0
haina maana na inapoteza muda,0
kwa kifupi usijiumbue na sinema hii,0
pia hadithi na kaimu zilikuwa dhaifu,0
karibu saa 4 jioni niliinunua saa 8 jioni nilianza kuitazama karibu saa 815 jioni nikasambaza haraka filamu iliyobaki ili kuona ikiwa kuna kitu chochote kilichobaki cha kutazamwa kwa mwanadamu aliye na ubongo lakini hakukuwa,0
nakala ni ya kijinga,0
kila kitu kapteni howdy anasema kijinga wazi tu,0
filamu hii inajaribu kuwa ya kusisimua na ya kushangaza ya kutisha na inashindwa vibaya,0
hii labda ni moja ya sinema zisizo na ufanisi,0
kwa kiwango chochote filamu hii haipendezina sio ya kuchekesha,0
epuka kwa gharama yoyote na yote,0
epuka filamu hii kwa gharama zote,0
sasa hii ni sinema ambayo sipendi kabisa,0
sio ya kufurahisha,0
vinginevyo usipoteze wakati wako kwenye hii sinema,0
hii inashindwa kuunda tuhuma yoyote ya kweli,0
kwa habari ya muuaji usitegemee kitu chochote cha asili au hata cha kutisha kwa mbali,0
samahani lakini kwa kweli siwezi kuipendekeza kwa mtu yeyote,0
mstari wa njama ya pili haueleweki,0
niliichukia,0
haipendezi,0
hii ni moja ya sinema mbaya zaidi ya sandra bullock tangu speed 2 lakini sio mbaya kabisa,0
sielewi jinsi takataka hii ilifika kwenye rafu za duka la sinema hata sio sinema halisi,0
nina shaka sana kuwa mtu yeyote angependa takataka hii,0
hii sio ya kutengeneza sinema,0
kaimu ni kama kutazama vijito vya mbao vinazunguka na kusoma kutoka kwa kitabu ndivyo ilivyo mbaya,0
nakubaliana na jessica sinema hii si nzuri sana,0
nimeona michezo ya sabuni yenye akili zaidi kuliko sinema hii,0
wahusika wabaya hadithi mbaya na kaimu mbaya,0
kweli mbaya,0
si rahisi kutizama,0
sinema ilionekana polepole kidogo mwanzoni,0
ni mbaya sana kwamba kila mtu mwingine aliyehusika hakushiriki kiwango cha kujitolea cha crowe kwa ubora kwa maana ikiwa wangefanya tungekuwa na filamu bora zaidi mikononi mwetu kuliko fujo hili ndogo,0
ni dharau kwa akili ya mtu na upotezaji mkubwa wa pesa,0
ila mbaya,0
kwa neno moja ni aibu,0
kwa bahati mbaya fadhila yoyote katika kazi ya utengenezaji wa filamu hii ilipotea kwenye hati ya kusikitisha,0
bila kusema nilipoteza pesa zangu,0
nilipoteza pesa na wakati,0
matangazo ni ya kupotosha zaidi,0
nilienda kwenye wavuti ya motorola na kufuata mwelekeo wote lakini sikuweza kuipata tena,0
watu hawakuweza kunisikia nikiongea na ilibidi nikatoe earphones na kuongea kwa simu,0
sikufikiria kwamba maagizo yaliyotolewa yalinisaidia,0
nilimnunua mama yangu na alikuwa na shida na betri,0
haiweki shati,0
nina zaidi ya miaka miwili katika mkataba huu na ninachukia simu hii,0
utendaji duni wa wakati wa majadiliano,0
bidhaa isiyo na maana,0
nasikia tu takataka za sauti,0
sikuvutiwa na bidhaa hii,0
nani katika akili zao sahihi ataweza kununua betri hii,0
sijafurahishwa hata kidogo,0
sijafurahi nayo hata kidogo,0
vifungo ni mbaya,0
kwa kweli unaweza kusahau msaada wa teknolojia ya microsoft,0
nunua simu tofauti lakini sio hii,0
lazima ushike simu kwa pembe fulani ili mtu mwingine asikie wazi,0
mic haifanyi kazi,0
hata katika safu yangu ya bmw 3 ambayo ni kimya kabisa nina shida kusikia kile mtu mwingine anasema,0
usinunue kwa d807 kutangazwa vibaya kwa d807,0
nilinunua hii na baada ya siku 2 haikufanya kazi tena,0
sio biashara nzuri,0
hakufanya kazi nzuri,0
vifaa hivyo havikunipendeza,0
sikupendezwa na vifaa hivyo,0
kwa bidhaa inayogharimu sana kama hii ninatarajia ifanye kazi vizuri zaidi na kwa urahisi zaidi kuliko kitu hiki,0
bidhaa hii ilifanya kazi nzuri lakini ikavunja baada ya miezi 6 ya matumizi,0
usipoteze pesa yako,0
nilipokea motorola yangu mpya inayodaiwa kuwa 375 na inaonekana hakukuwa na mechi kati ya simu na chaja,0
huo ni dosari kubwa ya kubuni,0
kamera ingawa imekadiriwa kwa megapixels zenye kuvutia 13 hutoa picha ambazo zinaanguka chini ya matarajio ya azimio kubwa kama hilo,0
haifanyi kazi,0
nilipata simu hii karibu na mwisho wa mei na sina furaha nayo,0
ubora mbaya,0
kimsingi huduma ilikuwa mbaya sana,0
mnunuzi kuwa mwangalifu sana,0
sikufurahi na kitu hiki,0
simu inachukua muda mwingi kuchaji kama masaa 2 hadi 5,0
mapokezi yake ni duni sana,0
vitu vilivyosemwa kama vilivyojumuishwa kutoka kwa maelezo havijajumlishwa,0
nilikuwa natarajia zaidi,0
ubora wa sauti ni duni duni sana,0
siwezi kamwe tena,0
jumia ghana ndio mbaya kabisa,0
nililipa bidhaa kisha wakanipa bandia na isiyo ya kazi,0
jumia sio mwaminifu hata kidogo,0
jumia sio wa kuaminika hata kidogo,0
nadhani huu ni mpango wangu wa mwisho na hawa watu wasio wakubwa,0
sikushauri mtu yeyote kufuata jumia nchini ghana au mahali pengine,0
tafadhali usinunue kutoka kwao kwangu ni udanganyifu,0
mlango huu haufunguki vizuri,0
sifaulu,0
hufaulu,0
hafaulu,0
hatufaulu,0
hamfaulu,0
hawafaulu,0
haufaulu,0
haifaulu,0
hakifaulu,0
havifaulu,0
siji,0
huji,0
haji,0
hatuji,0
hamji,0
hawaji,0
hauji,0
haiji,0
hakiji,0
haviji,0
watoto hawali chakula chao,0
mganga haji jumanne,0
viazi vile havionekani,0
kitabu hiki ni kibaya sana,0
sidhani,0
haendi,0
kitabu hakijasomwa,0
mlango haufungiki,0
kisu hakikati vyema,0
hawanywi,0
nyinyi hamchezi kwani,0
kwani hauoni,0
mishahara haiongezwi,0
yeye si mgojwa,0
hafuatili,0
hawatizami,0
mishumari haifai,0
mkate huu hautoshi,0
mimi siwezi kuja leo,0
nyenzo hii haikauki haraka,0
wewe hausiki,0
halali chini,0
mimi sili viazi,0
yeye hali viazi,0
sinunui mkate mjini kwa sababu haifai,0
moto huu hauwaki vizuri,0
jaribu tena,0
hapo kwa kupanda ndege pananiumankijua hata sijawai enda jkia,0
aki jamanihawajui kigerman,0
maudhui hayajashughulikiwa kwa kina,0
hii haifai hata kidogo,0
serikali iliwatendea raia wake unyama,0
hatukupenda walivyotukaribisha,0
sikuipenda hata kidogo,0
nimechoshwa na kukaa maeneo haya,0
waaah ni kubaya,0
sheria kali zilizowekwa katika saa za kuabiri treni na ushindani kutoka kwa kampuni za mabasi na ndege zinazolipisha bei nafuu zimewafanya abiria wengi kuacha kutumia sgr,0
hii ina maana kuwa nchi ilipata zaidi ya sh10 bilioni mwaka jana kutoka kwa biashara hiyo ya kusafirisha mizigo ambayo bado iko chini sana kulingana na gharama ya mwaka mzima ya sh18 bilioni ya kufanya ukarabati,0
am sure uko na wengi kumliko ni ile tu huna platform ya kutuonyesha ujinga kama ile simba ametuonyesha hii east africa,0
iyo kazi si rahisi,0
mafunzo yalikuwa makali sana,0
kutoka alshaabab si kazi rahisi,0
kufanikiwa na kuwa na ushawishi katika maisha ya kawaida ya binadamu si jambo rahisi,0
yeye ni mrembo sana,1
tunaipenda hii ngoma sana,1
yani nahisi mapenzi hadi kwa miguu naipenda ngoma 2019,1
waah hii ngoma ilikua imeshika nikiwa darasa la 6 yanirudisha nyuma kweligenge hadi mwisho wangu,1
safi mgenge2018 na hii ngoma bado ni moto,1
kasha nzuri thamani bora,1
nzuri kwa taya,1
nilipenda alivyokuwa akicheka,1
wimbo mzuri sana unafundisha kwa hawa warembo wetu wa kileo majivuno kibao,1
wimbo wa ukweli kama una goja 2019 nipe like,1
huu wimbo ni kama vile umetolewa jana wimbo huu una maudhui makubwa tena ya kueleweka vizuri mungu atuhurumie amen,1
asante kwa nyote ambao walichukua wakati wao kuandika kwenye video hiishukrani sana ndugu zanguni,1
ikiwa wewe ni mmiliki wa razr lazima uwe na hii,1
na ubora wa sauti ni nzuri,1
alivutiwa sana wakati wa kwenda kutoka kwa betri ya asili hadi betri iliyopanuliwa,1
ubora mzuri sana,1
sauti tamu sana dady rudi studio tena umepotea sana,1
inafanya kazi nzuri,1
waaaaa mtoto mzuriii,1
ndio napenda wimbo ujumbe mzuri,1
hiyo sautinadhani watanzania wengi wana sauti za kushangaza,1
mungu amekubariki sana aslay 2020 mko wapi,1
haki napenda hii wimbousikufe moyo wimbo mzuri,1
mtoto ana talanta sana,1
